Ruta de Archivo,Lenguaje,Categoría,Líneas,Caracteres,Tokens,Costo Lectura USD,Impacto (Blast Radius),Componentes,Funciones,Hooks,Clases,Imports,Exports
app/api/automation/route.ts,TypeScript,Código,211,5903,1489,0.007445,0,0,4,0,0,3,3
app/api/breb/config/route.ts,TypeScript,Código,163,5773,1351,0.006755,0,0,5,0,0,6,3
app/api/breb/payment-intents/route.ts,TypeScript,Código,101,3551,887,0.004435,0,0,3,0,0,5,2
app/api/breb/proofs/route.ts,TypeScript,Código,92,3183,764,0.003820,0,0,2,0,0,3,2
app/api/checkout/store/route.ts,TypeScript,Código,235,5948,1479,0.007395,0,0,1,0,0,3,2
app/api/coupons/route.ts,TypeScript,Código,169,4444,1118,0.005590,0,0,4,0,0,3,5
app/api/cron/cleanup-storage/route.ts,TypeScript,Código,98,3040,679,0.003395,0,0,1,0,0,2,2
app/api/customers/route.ts,TypeScript,Código,120,3120,727,0.003635,0,0,2,0,0,4,2
app/api/debug/products/route.ts,TypeScript,Código,50,1308,306,0.001530,0,0,1,0,0,3,1
app/api/drivers/route.ts,TypeScript,Código,74,1971,479,0.002395,0,0,2,0,0,3,2
app/api/explore/assistant/route.ts,TypeScript,Código,350,11681,2984,0.014920,0,0,15,0,0,4,2
app/api/mercadopago/callback/route.ts,TypeScript,Código,92,3096,744,0.003720,0,0,2,0,0,3,1
app/api/orders/[id]/report/route.ts,TypeScript,Código,68,2238,543,0.002715,0,1,0,0,0,3,2
app/api/orders/[id]/status/route.ts,TypeScript,Código,148,6187,1413,0.007065,0,0,1,0,0,6,1
app/api/orders/[id]/verify-payment/route.ts,TypeScript,Código,167,6207,1437,0.007185,0,0,1,0,0,4,1
app/api/orders/dispatch/route.ts,TypeScript,Código,88,3133,744,0.003720,0,0,1,0,0,4,1
app/api/orders/invoice/[id]/route.ts,TypeScript,Código,143,3869,1182,0.005910,0,0,2,0,0,3,1
app/api/orders/route.ts,TypeScript,Código,192,5663,1396,0.006980,0,0,4,0,0,6,3
app/api/orders/status/route.ts,TypeScript,Código,37,968,240,0.001200,0,0,1,0,0,3,2
app/api/products/route.ts,TypeScript,Código,190,6434,1501,0.007505,0,0,5,0,0,7,5
app/api/qr/route.ts,TypeScript,Código,36,970,261,0.001305,0,0,1,0,0,2,2
app/api/stores/disconnect-mercadopago/route.ts,TypeScript,Código,42,1153,287,0.001435,0,0,1,0,0,4,2
app/api/stores/resend-otp/route.ts,TypeScript,Código,78,2491,626,0.003130,0,0,1,0,0,5,2
app/api/stores/route.ts,TypeScript,Código,200,5884,1461,0.007305,0,0,3,0,0,6,4
app/api/stores/verify-identity/route.ts,TypeScript,Código,49,1410,357,0.001785,0,0,1,0,0,4,2
app/api/stores/verify-otp/route.ts,TypeScript,Código,52,1545,398,0.001990,0,0,1,0,0,4,2
app/api/stripe/connect/route.ts,TypeScript,Código,142,4191,982,0.004910,0,0,3,0,0,6,3
app/api/stripe/route.ts,TypeScript,Código,91,2484,592,0.002960,0,0,1,0,0,5,1
app/api/upload/route.ts,TypeScript,Código,58,1841,458,0.002290,0,0,1,0,0,3,2
app/api/webhook/mp/route.ts,TypeScript,Código,352,10808,2677,0.013385,0,0,3,0,0,6,1
app/api/webhook/stripe/route.ts,TypeScript,Código,398,12208,2863,0.014315,0,0,4,0,0,8,1
app/api/webhooks/druo/route.ts,TypeScript,Código,122,5021,1202,0.006010,0,0,2,0,0,6,1
app/api/whatsapp/agent/faq/route.ts,TypeScript,Código,76,1902,476,0.002380,0,0,2,0,0,3,2
app/api/whatsapp/agent/products/route.ts,TypeScript,Código,53,1601,372,0.001860,0,0,1,0,0,4,1
app/api/whatsapp/instance/route.ts,TypeScript,Código,219,7185,1649,0.008245,0,0,5,0,0,5,4
app/api/whatsapp/send/route.ts,TypeScript,Código,87,2336,556,0.002780,0,0,1,0,0,7,1
app/api/whatsapp/session/route.ts,TypeScript,Código,143,4483,1102,0.005510,1,0,2,0,0,6,2
app/api/whatsapp/session/send-payment-link/route.ts,TypeScript,Código,241,6822,1629,0.008145,0,0,4,0,0,6,1
app/api/whatsapp/sessions/route.ts,TypeScript,Código,84,2341,611,0.003055,0,0,1,0,0,3,2
app/api/whatsapp/sync-cart/route.ts,TypeScript,Código,102,3409,777,0.003885,0,0,2,0,0,5,2
app/api/whatsapp/webhook/route.ts,TypeScript,Código,597,18788,4415,0.022075,0,0,16,0,0,6,2
app/enterprise/page.tsx,TypeScript,Código,14,445,99,0.000495,0,1,0,0,0,2,2
app/explorar/page.tsx,TypeScript,Código,16,544,120,0.000600,0,1,0,0,0,2,3
app/globals.css,CSS,Código,179,4834,1513,0.007565,0,0,0,0,0,0,0
app/layout.tsx,TypeScript,Código,161,4979,1216,0.006080,0,1,0,0,0,7,2
app/legal/terms/page.tsx,TypeScript,Código,14,429,99,0.000495,0,1,0,0,0,2,2
app/page.tsx,TypeScript,Código,5,134,27,0.000135,0,1,0,0,0,1,1
app/pay/[orderId]/page.tsx,TypeScript,Código,7,249,54,0.000270,0,1,0,0,0,1,2
app/pricing/page.tsx,TypeScript,Código,14,422,97,0.000485,0,1,0,0,0,2,2
app/robots.ts,TypeScript,Código,37,885,212,0.001060,0,0,1,0,0,1,1
app/sitemap.ts,TypeScript,Código,81,2058,533,0.002665,0,0,1,0,0,2,1
app/solutions/[slug]/page.tsx,TypeScript,Código,9,288,60,0.000300,0,1,0,0,0,1,3
app/tienda/[slug]/exito/page.tsx,TypeScript,Código,7,264,63,0.000315,0,1,0,0,0,1,2
app/tienda/[slug]/page.tsx,TypeScript,Código,9,285,59,0.000295,0,1,0,0,0,1,3
app/work/doc/page.tsx,TypeScript,Código,14,499,112,0.000560,0,1,0,0,0,2,2
brain/33164573-cf1a-4c59-b0dc-82495ee68962/task.md,Markdown,Documentación,12,924,248,0.001240,0,0,0,0,0,0,0
components.json,JSON,Configuración,25,517,165,0.000825,0,0,0,0,0,0,0
components/AffiliateClient.tsx,TypeScript,Código,233,11553,3008,0.015040,2,1,1,2,0,3,1
components/AgentSettingsManager.tsx,TypeScript,Código,939,45161,10321,0.051605,2,1,6,17,0,4,1
components/AnalyticsDashboard.tsx,TypeScript,Código,199,9501,2391,0.011955,2,1,0,1,0,3,1
components/ChatHistoryViewer.tsx,TypeScript,Código,1643,81758,19615,0.098075,4,1,5,30,0,4,1
components/CheckoutForm.tsx,TypeScript,Código,674,26588,6603,0.033015,0,5,4,10,0,5,1
components/CopyButton.tsx,TypeScript,Código,28,711,197,0.000985,2,1,1,2,0,2,1
components/CustomerCRM.tsx,TypeScript,Código,738,34694,8120,0.040600,2,1,3,20,0,5,1
components/DashboardCharts.tsx,TypeScript,Código,384,13926,4146,0.020730,0,7,1,10,0,2,6
components/ExploreAssistantPanel.tsx,TypeScript,Código,101,4760,1273,0.006365,0,2,1,8,0,5,1
components/ExploreAssistantPanelAI.tsx,TypeScript,Código,304,11060,2788,0.013940,0,3,1,6,0,5,1
components/ExploreData.ts,TypeScript,Código,33,1311,412,0.002060,7,0,2,0,0,1,4
components/ExploreDirectoryShell.tsx,TypeScript,Código,146,5313,1260,0.006300,2,1,1,7,0,12,1
components/ExploreHeader.tsx,TypeScript,Código,51,2503,683,0.003415,0,1,0,0,0,5,1
components/ExploreHero.tsx,TypeScript,Código,40,2401,706,0.003530,0,1,0,0,0,3,1
components/ExploreSearch.tsx,TypeScript,Código,46,1689,417,0.002085,1,1,1,8,0,3,1
components/ExploreSidebar.tsx,TypeScript,Código,178,7102,1799,0.008995,0,1,3,6,0,5,1
components/ExploreStoreCard.tsx,TypeScript,Código,72,4384,1158,0.005790,0,1,0,0,0,5,1
components/ExploreThemeToggle.tsx,TypeScript,Código,29,1113,288,0.001440,1,1,1,6,0,3,1
components/ExploreTypes.ts,TypeScript,Código,38,683,188,0.000940,11,0,0,0,0,0,4
components/FlashcheckoutsLogo.tsx,TypeScript,Código,58,1540,434,0.002170,0,2,0,0,0,3,3
components/Footer.tsx,TypeScript,Código,248,13307,3674,0.018370,9,8,1,2,0,4,1
components/IntegrationsClient.tsx,TypeScript,Código,313,14431,3619,0.018095,2,1,0,2,0,3,1
components/LandingChatbot.tsx,TypeScript,Código,457,19538,4805,0.024025,3,3,5,12,0,4,1
components/LandingContent.tsx,TypeScript,Código,1034,54119,14020,0.070100,2,6,2,9,0,9,1
components/LogisticsManager.tsx,TypeScript,Código,575,29399,6936,0.034680,2,1,3,9,0,3,1
components/MapPicker.tsx,TypeScript,Código,94,3376,900,0.004500,7,2,3,6,0,3,1
components/MarketplaceFilters.tsx,TypeScript,Código,214,7790,1966,0.009830,0,2,2,17,0,3,2
components/Navbar.tsx,TypeScript,Código,175,7183,1824,0.009120,9,3,1,5,0,4,2
components/NovaChatClient.tsx,TypeScript,Código,1290,66208,14725,0.073625,2,1,7,18,0,4,1
components/OrderList.tsx,TypeScript,Código,722,33650,7943,0.039715,2,3,5,5,0,2,1
components/ProductManager.tsx,TypeScript,Código,802,36668,7947,0.039735,2,1,9,12,0,5,1
components/QrGenerator.tsx,TypeScript,Código,121,4568,1116,0.005580,3,1,1,4,0,4,1
components/ReportButton.tsx,TypeScript,Código,92,3010,725,0.003625,2,1,1,4,0,3,1
components/SalesChart.tsx,TypeScript,Código,106,3544,955,0.004775,0,2,0,4,0,1,1
components/SmartPayBrebClient.tsx,TypeScript,Código,559,22739,6100,0.030500,2,9,2,14,0,3,1
components/SmartPayClient.tsx,TypeScript,Código,331,14406,3475,0.017375,0,1,2,7,0,3,1
components/StoreCreationWizard.tsx,TypeScript,Código,1506,72538,17178,0.085890,33,1,9,23,0,5,1
components/StoreSettingsManager.tsx,TypeScript,Código,1185,54109,12619,0.063095,2,2,16,38,0,4,1
components/StripeConnectSection.tsx,TypeScript,Código,384,14771,3531,0.017655,0,2,0,24,0,4,1
components/SubscriptionButton.tsx,TypeScript,Código,61,1932,504,0.002520,3,1,1,2,0,4,1
components/TheOfficeClient.tsx,TypeScript,Código,2386,107949,26959,0.134795,2,1,16,49,0,3,1
components/TiendaClient.tsx,TypeScript,Código,2514,134265,29438,0.147190,2,1,4,39,0,6,1
components/VerticalProductCardDemo.tsx,TypeScript,Código,73,2340,578,0.002890,0,1,0,0,0,3,1
components/WebViewProvider.tsx,TypeScript,Código,23,586,149,0.000745,1,1,0,4,0,2,1
components/WhatsAppCatalog.tsx,TypeScript,Código,3179,166142,39020,0.195100,5,5,13,31,0,9,1
components/auth/AuthLayout.tsx,TypeScript,Código,47,3175,1632,0.008160,2,1,0,2,0,3,1
components/auth/CustomSignIn.tsx,TypeScript,Código,244,14457,3920,0.019600,1,2,1,13,0,10,1
components/auth/CustomSignUp.tsx,TypeScript,Código,343,18318,4790,0.023950,1,2,1,17,0,9,1
components/changelog/ChangelogPageContent.tsx,TypeScript,Código,122,5452,1400,0.007000,1,2,0,0,0,2,1
components/dashboard/CustomUserMenu.tsx,TypeScript,Código,101,4787,1245,0.006225,34,1,0,4,0,4,1
components/dashboard/DashboardClientContainer.tsx,TypeScript,Código,1043,50075,12248,0.061240,2,2,5,18,0,6,4
components/dashboard/ManualVerificationPanel.tsx,TypeScript,Código,399,18054,4197,0.020985,2,1,1,7,0,3,1
components/dashboard/SidebarLink.tsx,TypeScript,Código,49,1545,408,0.002040,0,1,0,2,0,3,1
components/dashboard/SidebarNav.tsx,TypeScript,Código,149,6776,1725,0.008625,1,1,1,2,0,3,1
components/dashboard/StoreSwitcher.tsx,TypeScript,Código,109,4117,1054,0.005270,1,1,2,2,0,4,1
components/dashboard/StoreVerificationManager.tsx,TypeScript,Código,330,14320,3384,0.016920,2,1,3,9,0,4,1
components/explorar/ExploreAboutMenu.tsx,TypeScript,Código,124,5593,1319,0.006595,4,1,0,0,0,2,1
components/explorar/ExploreAccioWorkMenu.tsx,TypeScript,Código,118,6268,1616,0.008080,4,1,0,0,0,2,1
components/explorar/ExploreCategoryFilterStrip.tsx,TypeScript,Código,257,11151,2799,0.013995,3,1,5,12,0,3,1
components/explorar/ExploreCategoryNav.tsx,TypeScript,Código,62,2493,626,0.003130,3,1,0,0,0,1,1
components/explorar/ExploreHeaderBar.tsx,TypeScript,Código,382,15187,3467,0.017335,3,1,12,16,0,9,1
components/explorar/ExploreHelpCenterMenu.tsx,TypeScript,Código,122,6326,1564,0.007820,4,1,0,0,0,2,1
components/explorar/ExploreLiveAndTrendsWidget.tsx,TypeScript,Código,116,5513,1385,0.006925,3,1,0,0,0,2,1
components/explorar/ExploreMegaMenu.tsx,TypeScript,Código,545,27816,8480,0.042400,4,1,0,2,0,2,1
components/explorar/ExploreModals.tsx,TypeScript,Código,402,17240,4328,0.021640,0,4,2,7,0,2,4
components/explorar/ExploreOrderProtectionMenu.tsx,TypeScript,Código,133,6567,1585,0.007925,4,1,0,0,0,1,1
components/explorar/ExploreQuickServicesBar.tsx,TypeScript,Código,65,2959,695,0.003475,3,1,0,0,0,1,1
components/explorar/ExploreResultsGrid.tsx,TypeScript,Código,77,3222,833,0.004165,3,1,0,0,0,4,1
components/explorar/ExploreSearchHero.tsx,TypeScript,Código,150,6332,1500,0.007500,3,1,1,9,0,3,1
components/explorar/ExploreStoreB2BConfigModal.tsx,TypeScript,Código,307,13163,3134,0.015670,3,1,0,4,0,2,1
components/explorar/ExploreStoreCardV2.tsx,TypeScript,Código,286,13200,3193,0.015965,4,1,2,3,0,5,1
components/explorar/ExploreTopBanner.tsx,TypeScript,Código,44,1878,480,0.002400,0,1,0,2,0,3,1
components/explorar/ExploreTopRankedWidget.tsx,TypeScript,Código,89,4375,1073,0.005365,3,1,0,0,0,1,1
components/explorar/ExploreUserProfileCard.tsx,TypeScript,Código,100,4306,1077,0.005385,3,1,0,0,0,1,1
components/explorar/ExploreVerifiedStoresMenu.tsx,TypeScript,Código,167,8372,1925,0.009625,4,1,0,0,0,2,1
components/help/HelpPageContent.tsx,TypeScript,Código,165,8584,2083,0.010415,1,1,0,2,0,3,1
components/pages/AffiliatePageContent.tsx,TypeScript,Código,53,1496,371,0.001855,1,1,0,0,0,5,1
components/pages/AgentePageContent.tsx,TypeScript,Código,79,2376,589,0.002945,1,1,0,0,0,5,2
components/pages/AnaliticaPageContent.tsx,TypeScript,Código,105,3410,925,0.004625,1,1,0,0,0,5,2
components/pages/AutomatizacionesPageContent.tsx,TypeScript,Código,726,35636,8708,0.043540,1,1,2,18,0,4,1
components/pages/ClientesPageContent.tsx,TypeScript,Código,197,6167,1555,0.007775,1,1,3,0,0,6,2
components/pages/ConversacionesPageContent.tsx,TypeScript,Código,102,3152,770,0.003850,1,1,0,0,0,6,2
components/pages/DashboardPageContent.tsx,TypeScript,Código,591,18971,5106,0.025530,1,1,1,0,0,9,2
components/pages/DescuentosPageContent.tsx,TypeScript,Código,1018,47786,11254,0.056270,1,1,2,24,0,5,1
components/pages/DocPageContent.tsx,TypeScript,Código,687,31221,8195,0.040975,1,9,2,8,0,5,1
components/pages/EnterprisePage.tsx,TypeScript,Código,350,18824,4087,0.020435,1,1,1,6,0,7,1
components/pages/EnviosPageContent.tsx,TypeScript,Código,82,2281,600,0.003000,1,1,0,0,0,5,2
components/pages/ExplorePageContent.tsx,TypeScript,Código,194,7411,1907,0.009535,1,1,4,0,0,4,2
components/pages/HablarConNovaPageContent.tsx,TypeScript,Código,88,2489,619,0.003095,1,1,0,0,0,6,2
components/pages/HistorialChatsPageContent.tsx,TypeScript,Código,133,4831,1258,0.006290,1,1,0,0,0,5,2
components/pages/HomePageContent.tsx,TypeScript,Código,14,423,108,0.000540,1,1,0,0,0,3,1
components/pages/IntegracionesPageContent.tsx,TypeScript,Código,36,1079,263,0.001315,1,1,0,0,0,5,2
components/pages/PagosPageContent.tsx,TypeScript,Código,923,44173,10537,0.052685,1,1,10,15,0,5,1
components/pages/PedidosPageContent.tsx,TypeScript,Código,47,1226,297,0.001485,1,1,0,0,0,6,1
components/pages/PricingPage.tsx,TypeScript,Código,485,18528,4881,0.024405,1,9,5,6,0,7,1
components/pages/ProductosPageContent.tsx,TypeScript,Código,30,914,219,0.001095,1,1,0,0,0,7,1
components/pages/SSOCallbackPageContent.tsx,TypeScript,Código,16,636,155,0.000775,1,1,0,0,0,1,1
components/pages/SettingsPageContent.tsx,TypeScript,Código,27,795,186,0.000930,1,1,0,0,0,7,2
components/pages/SmartPayPageContent.tsx,TypeScript,Código,106,3934,947,0.004735,1,1,1,0,0,3,2
components/pages/SolutionPageContent.tsx,TypeScript,Código,393,21189,5378,0.026890,1,1,1,0,0,7,2
components/pages/StorePageContent.tsx,TypeScript,Código,131,4262,987,0.004935,1,1,1,0,0,4,3
components/pages/TermsPageContent.tsx,TypeScript,Código,107,7319,1727,0.008635,1,1,0,0,0,3,1
components/pages/TheOfficePageContent.tsx,TypeScript,Código,48,1549,370,0.001850,1,1,0,0,0,6,2
components/pages/TiendaDashboardPageContent.tsx,TypeScript,Código,53,1331,342,0.001710,1,1,0,0,0,5,2
components/pages/TiendaExitoPageContent.tsx,TypeScript,Código,73,2513,631,0.003155,1,1,0,0,0,5,2
components/pages/VerificacionesPageContent.tsx,TypeScript,Código,104,3223,809,0.004045,1,1,0,0,0,7,2
components/product-card.tsx,TypeScript,Código,187,5046,1270,0.006350,0,0,0,0,0,3,2
components/ui/Modal.tsx,TypeScript,Código,67,2088,541,0.002705,6,1,1,2,0,3,1
components/ui/accordion.tsx,TypeScript,Código,81,2685,602,0.003010,0,4,0,0,0,4,1
components/ui/avatar.tsx,TypeScript,Código,112,3098,808,0.004040,35,6,0,0,0,3,1
components/ui/badge.tsx,TypeScript,Código,49,1865,460,0.002300,3,1,0,0,0,4,1
components/ui/button.tsx,TypeScript,Código,67,3276,851,0.004255,17,1,0,0,0,4,1
components/ui/card.tsx,TypeScript,Código,103,2641,734,0.003670,3,7,0,0,0,2,1
components/ui/dropdown-menu.tsx,TypeScript,Código,269,8831,2164,0.010820,0,15,0,0,0,4,1
components/ui/input.tsx,TypeScript,Código,19,968,229,0.001145,4,1,0,0,0,2,1
components/ui/label.tsx,TypeScript,Código,24,606,142,0.000710,4,1,0,0,0,3,1
components/ui/separator.tsx,TypeScript,Código,28,644,146,0.000730,4,1,0,0,0,3,1
context.md,Markdown,Documentación,710,20743,5769,0.028845,0,0,0,0,0,0,0
docker-compose.yml,Docker,Infraestructura,92,2293,600,0.003000,0,0,0,0,0,0,0
docs/smartpay-breb.md,Markdown,Documentación,60,3186,807,0.004035,0,0,0,0,0,0,0
eslint.config.mjs,Otros,Otros,18,465,111,0.000555,0,0,0,0,0,0,0
lib/ai/deepseek.ts,TypeScript,Código,226,9586,2368,0.011840,0,0,4,0,0,1,2
lib/ai/groq.ts,TypeScript,Código,1,54,12,0.000060,0,0,0,0,0,0,0
lib/ai/nova-tools.ts,TypeScript,Código,629,23951,5390,0.026950,4,0,2,0,0,4,3
lib/ai/openrouter.ts,TypeScript,Código,271,11010,3091,0.015455,9,0,5,0,0,0,4
lib/ai/pipeline/agent-router.ts,TypeScript,Código,433,22014,5368,0.026840,3,0,1,0,1,5,1
lib/ai/pipeline/session-manager.ts,TypeScript,Código,172,5457,1175,0.005875,6,0,0,0,1,1,5
lib/ai/pipeline/tool-registry.ts,TypeScript,Código,27,767,189,0.000945,5,0,0,0,1,1,3
lib/ai/pipeline/tools.ts,TypeScript,Código,431,14970,3432,0.017160,0,0,1,0,0,5,0
lib/ai/services/embedding-service.ts,TypeScript,Código,213,7046,1829,0.009145,9,0,5,0,0,3,5
lib/ai/services/ranking-service.ts,TypeScript,Código,74,2127,521,0.002605,7,0,0,0,1,0,4
lib/ai/services/retrieval-service.ts,TypeScript,Código,228,7463,1771,0.008855,6,0,0,0,1,3,2
lib/api/route-utils.ts,TypeScript,Código,58,1319,310,0.001550,19,0,8,0,1,1,9
lib/bot/catalog-flow.json,JSON,Configuración,66,1791,374,0.001870,0,0,0,0,0,0,0
lib/bot/chatbot-logic.ts,TypeScript,Código,1527,62845,14925,0.074625,1,0,11,0,0,19,2
lib/bot/checkout-flow-definition.json,JSON,Configuración,63,1694,347,0.001735,0,0,0,0,0,0,0
lib/bot/driver-chatbot-logic.ts,TypeScript,Código,227,7365,1863,0.009315,0,0,1,0,0,3,1
lib/bot/intent-engine.ts,TypeScript,Código,50,1704,474,0.002370,2,0,2,0,0,0,2
lib/bot/search-service.ts,TypeScript,Código,37,836,219,0.001095,2,0,1,0,0,1,2
lib/checkout/public-store.ts,TypeScript,Código,130,3284,788,0.003940,0,0,6,0,0,1,3
lib/checkout/types.ts,TypeScript,Código,31,623,160,0.000800,6,0,0,0,0,0,4
lib/dispatch/matching-algorithm.ts,TypeScript,Código,206,5523,1503,0.007515,4,0,5,0,0,1,6
lib/druo.ts,TypeScript,Código,83,2269,578,0.002890,2,0,2,0,0,1,2
lib/mercadopago.ts,TypeScript,Código,15,426,103,0.000515,3,0,0,0,0,1,3
lib/payments/breb/emvco.ts,TypeScript,Código,285,8259,2555,0.012775,4,0,17,2,0,0,11
lib/payments/breb/proof-analysis.ts,TypeScript,Código,80,2948,756,0.003780,0,0,2,0,0,0,4
lib/payments/breb/references.ts,TypeScript,Código,10,424,124,0.000620,3,0,2,0,0,0,2
lib/prisma.ts,TypeScript,Código,34,972,236,0.001180,110,0,1,0,0,3,2
lib/store-context.ts,TypeScript,Código,28,671,171,0.000855,20,0,1,0,0,3,1
lib/stripe-connect-account.ts,TypeScript,Código,45,955,235,0.001175,1,0,1,0,0,2,1
lib/stripe-platform.ts,TypeScript,Código,7,326,93,0.000465,0,0,1,0,0,0,1
lib/stripe.ts,TypeScript,Código,7,227,58,0.000290,4,0,0,0,0,1,1
lib/subscription.ts,TypeScript,Código,32,629,171,0.000855,6,0,0,0,0,2,1
lib/supabase.ts,TypeScript,Código,132,3507,869,0.004345,5,0,5,0,0,1,9
lib/utils.ts,TypeScript,Código,6,166,45,0.000225,106,0,1,0,0,2,1
lib/webhooks.ts,TypeScript,Código,167,3643,966,0.004830,0,0,9,0,0,1,7
lib/whatsapp.ts,TypeScript,Código,39,1194,331,0.001655,1,0,1,0,0,0,1
lib/whatsapp/cloud-api.ts,TypeScript,Código,386,11523,2686,0.013430,14,0,12,0,1,2,6
lib/whatsapp/evolution.ts,TypeScript,Código,405,13409,3115,0.015575,20,0,11,0,1,0,3
lib/whatsapp/send-invoice.ts,TypeScript,Código,51,1755,437,0.002185,14,0,1,0,0,3,1
lib/whatsapp/session-state.ts,TypeScript,Código,95,2569,647,0.003235,5,0,6,0,0,0,8
mcp.json,JSON,Configuración,9,110,46,0.000230,0,0,0,0,0,0,0
next-env.d.ts,TypeScript,Código,6,251,56,0.000280,0,0,0,0,0,0,0
next.config.ts,TypeScript,Código,20,462,111,0.000555,0,0,0,0,0,1,1
package.json,JSON,Configuración,61,1678,665,0.003325,0,0,0,0,0,0,0
postcss.config.mjs,Otros,Otros,7,94,24,0.000120,0,0,0,0,0,0,0
prisma.config.ts,TypeScript,Código,9,195,47,0.000235,0,0,0,0,0,1,1
prisma/05_final_ai_platform_schema.sql,SQL,Código,85,3189,851,0.004255,0,0,0,0,0,0,0
prisma/schema.prisma,Prisma,Configuración,348,12062,2672,0.013360,0,0,0,0,0,0,0
proxy.ts,TypeScript,Código,59,1627,490,0.002450,0,0,0,0,0,2,2
public/googleefc91aa466c7ea53.html,HTML,Código,1,54,17,0.000085,0,0,0,0,0,0,0
s.md,Markdown,Documentación,1,122,29,0.000145,0,0,0,0,0,0,0
scratch/check-db.js,JavaScript,Código,33,875,226,0.001130,0,0,1,0,0,1,0
scratch/check-sessions.js,JavaScript,Código,17,582,147,0.000735,0,0,1,0,0,4,0
scratch/check-users.js,JavaScript,Código,17,613,146,0.000730,0,0,1,0,0,4,0
scratch/clear-mock-orders.js,JavaScript,Código,31,866,206,0.001030,0,0,1,0,0,3,0
scratch/clear-old-sessions.js,JavaScript,Código,17,574,141,0.000705,0,0,1,0,0,4,0
scratch/clear-orders.js,JavaScript,Código,41,1253,277,0.001385,0,0,1,0,0,3,0
scratch/inspect-messages.js,JavaScript,Código,22,679,170,0.000850,0,0,1,0,0,1,0
scratch/inspect-orders.js,JavaScript,Código,23,925,243,0.001215,0,0,1,0,0,3,0
scratch/inspect-products.js,JavaScript,Código,26,929,249,0.001245,0,0,1,0,0,1,0
scratch/inspect-webs.js,JavaScript,Código,35,1349,339,0.001695,0,0,1,0,0,1,0
scratch/inspect.js,JavaScript,Código,23,751,195,0.000975,0,0,1,0,0,1,0
scratch/logo-base64.txt,Otros,Documentación,1,67862,45545,0.227725,0,0,0,0,0,0,0
scratch/proxy.ps1,PowerShell,Código,90,2972,619,0.003095,0,0,0,0,0,0,0
scratch/replace-product-colors.js,JavaScript,Código,132,8885,2105,0.010525,0,0,0,0,0,2,0
scratch/replace-rounded-agent.js,JavaScript,Código,18,598,142,0.000710,0,0,0,0,0,2,0
scratch/replace-rounded-analytics.js,JavaScript,Código,18,592,139,0.000695,0,0,0,0,0,2,0
scratch/replace-rounded-chat.js,JavaScript,Código,18,589,142,0.000710,0,0,0,0,0,2,0
scratch/replace-rounded-crm.js,JavaScript,Código,18,571,139,0.000695,0,0,0,0,0,2,0
scratch/replace-rounded-logistics.js,JavaScript,Código,18,586,140,0.000700,0,0,0,0,0,2,0
scratch/replace-rounded-orders.js,JavaScript,Código,18,565,139,0.000695,0,0,0,0,0,2,0
scratch/replace-rounded-settings.js,JavaScript,Código,18,598,142,0.000710,0,0,0,0,0,2,0
scratch/replace-rounded.js,JavaScript,Código,34,977,237,0.001185,0,0,2,0,0,2,0
scratch/seed-db.js,JavaScript,Código,29,1190,342,0.001710,0,0,1,0,0,1,0
scratch/seed-orders.js,JavaScript,Código,200,6566,2011,0.010055,0,0,1,0,0,3,0
scratch/test-db-connection.js,JavaScript,Código,39,1181,317,0.001585,0,0,2,0,0,1,0
scratch/test-dispatch-score.js,JavaScript,Código,37,1719,513,0.002565,0,0,1,0,0,1,0
scratch/test-get-route.ts,TypeScript,Código,17,507,152,0.000760,0,0,1,0,0,2,0
scratch/test-nova-tools.js,JavaScript,Código,39,1305,332,0.001660,0,0,1,0,0,2,0
scratch/test-nova-tools.ts,TypeScript,Código,39,1295,330,0.001650,0,0,1,0,0,2,0
scratch/test-webhook.js,JavaScript,Código,60,1364,360,0.001800,0,0,1,0,0,1,0
scratch/test.ps1,PowerShell,Código,8,213,65,0.000325,0,0,0,0,0,0,0
scratch/test2.ps1,PowerShell,Código,22,812,212,0.001060,0,0,0,0,0,0,0
scratch/update-db-pg.js,JavaScript,Código,22,526,130,0.000650,0,0,1,0,0,1,0
scratch/update-db.js,JavaScript,Código,14,426,102,0.000510,0,0,1,0,0,1,0
scratch/update-webhook.js,JavaScript,Código,63,2116,507,0.002535,0,0,1,0,0,2,0
scripts/create-test-order.js,JavaScript,Código,150,5341,1570,0.007850,0,0,4,0,0,2,0
scripts/list-stores.js,JavaScript,Código,24,697,171,0.000855,0,0,1,0,0,4,0
scripts/seed_chocodate_store.js,JavaScript,Código,261,11782,3273,0.016365,0,0,1,0,0,4,0
scripts/sync-tunnel.js,JavaScript,Código,55,2097,526,0.002630,0,0,1,0,0,3,0
scripts/sync-tunnel.ps1,PowerShell,Código,34,1559,423,0.002115,0,0,0,0,0,0,0
tools/repository_analyzer.py,Python,Código,19,626,146,0.000730,0,0,0,0,0,3,0
tools/repository_analyzer/__init__.py,Python,Código,1,44,7,0.000035,0,0,0,0,0,0,0
tools/repository_analyzer/analyze.py,Python,Código,180,6668,1536,0.007680,0,0,1,0,0,11,0
tools/repository_analyzer/cache.py,Python,Código,266,8434,1743,0.008715,0,0,9,0,0,5,0
tools/repository_analyzer/complexity.py,Python,Código,125,4259,1097,0.005485,0,0,3,0,0,2,0
tools/repository_analyzer/config.py,Python,Código,142,3815,1085,0.005425,0,0,2,0,0,2,0
